Code,Symbol,Name
17020471,GENESYS,
16030027,VTL,
,DEEPAKFERT,
14030061,CANBK,
11070014,RUCHISOYA,
17020238,BLUEDART,
13020046,NUCLEUS,
15210002,NOIDATOLL,
11070036,ATFL,
14030009,ALBK,
,SANDESH,
12540226,TORNTPHARM,
14550014,VESUVIUS,
14080006,DHFL,
13020130,APTECHT,
15550002,NATNLSTEEL,
14030018,UNIONBANK,
13190253,OFSS,
13020069,HEXAWARE,
15060012,SURANAT&P,
14060160,TIMESGTY,
14030016,PNB,
11320009,PONNIERODE,
10670023,ASAL,
15200013,OLECTRA,
15200022,BHARTIARTL,
14590005,ESSELPACK,
12540171,MARKSANS,
12640009,KRBL,
17020158,MPSLTD,
12150022,JINDALPOLY,
10560005,HITECHGEAR,
16590001,TCI,
16070001,FEL,
11100025,MCDOWELL-N,
12540136,LUPIN,
17020012,JISLJALEQS,
17010008,AKZOINDIA,
12520118,GODREJCP,
12540005,ASTRAZEN,
13190111,SMARTLINK,
15050037,GOLDTECH,
14030021,ANDHRABANK,
17040032,NEXTMEDIA,
16590021,SHIRPUR-G,
13150020,HAVELLS,
13020028,ONWARDTEC,
16030094,TRIDENT,
12070070,HIKAL,
14010171,KHANDSE,
12540050,UNICHEMLAB,
16610093,BSELINFRA,
16530021,WSTCSTPAPR,
13190107,AXISCADES,
13020094,QUINTEGRA,
17040016,CREATIVEYE,
15150006,KALPATPOWR,
16620007,TAJGVK,
17040019,PNC,
12540022,GLAXO,
14030015,IOB,
15140056,STRTECH,
17040024,BALAJITELE,
14510005,SCHAEFFLER,
17040012,TIPSINDLTD,
13010044,MRO-TEK,
15200002.01,TTML,
15060006,USHAMART,
11070045,GAEL,
14090376,PNBGILTS,
17040020,MUKTAARTS,
15110006,NLCINDIA,
10540010,TVSMOTOR,
15050048,AKSHOPTFBR,
14010009,TFCILTD,
14030037,KARURVYSYA,
12540244,AUROPHARMA,
13110034,BEL,
11600021,MUKANDENGG,
13020059,CALSOFT,
14030039,LAKSHVILAS,
14540005,SUNDRMFAST,
17010002,BLUESTARCO,
16610005,THOMASCOOK,
,INDIACEM,
12140021,CHENNPETRO,
11540005,HSIL,
14090365,BLBLIMITED,
13190017,CURATECH,
12540406,AJANTPHARM,
12540033,MFSL,
,KTKBANK,
11600074,MAHLIFE,
17040007,CINEVISTA,
15150010,GEPIL,
12540403,CADILAHC,
13190066,RAMCOSYS,
16520037,BIL,
10590002,WHEELS,
14620003,SHREERAMA,
14510021,NRBBEARING,
11600087,IVRCLINFRA,
12540382,JAGSNPHARM,
,MELSTAR,
17010052,HAVISHA,
12540405,WOCKPHARMA,
11040006,TATACOFFEE,
12540145.01,BLUECOAST,
15070038,RAJESHEXPO,
12540399,GLENMARK,
17020557,STAR,
13020100,VISESHINFO,
13020101,HCLTECH,
13180004,JCHAC,
15540044,JINDALSTEL,
12570004,TTKPRESTIG,
14030048,SYNDIBANK,
13020092,ACCELYA,
11580002,BERGEPAINT,
,BSOFT,
12540145,MOREPENLAB,
12130012,TNPETRO,
12130031,SUPPETRO,
11050050,KOHINOOR,
14530001,NIPPOBATRY,
12540995,ALEMBICLTD,
11610003,UNITECH,
14090013,IVC,
13020071,SONATSOFTW,
14560004,LINDEINDIA,
12540078,KOPRAN,
13020019,RSSOFTWARE,
16520034,MIRZAINT,
12540038,PFIZER,
12540103,DABUR,
16610013,SICAL,
15040013,NATIONALUM,
13610008,INGERRAND,
12090010,TATACHEM,
17010015,RALLIS,
15140011,MTNL,
11600002,ITDCEM,
14510006,SKFINDIA,
13020065,CYBERTECH,
15510001,TATASTEEL,
,SOUTHBANK,
14030047,AXISBANK,
12660006,TATAGLOBAL,
11120001,BRITANNIA,
17010001,SINTEX,
13190003,CYIENT,
17020092,ZEEL,
17020400,ARCHIES,
16560008,ORIENTHOT,
14030077,CUB,
14080009,LICHSGFIN,
10510008,TATAMOTORS,
14090012,TATAINVEST,
,J&KBANK,
12640003,KOTHARIPRO,
12140018,HINDPETRO,
17020022,VEDL,
16090004,ATUL,
13020032,TRIGYN,
14580002,ASAHIINDIA,
11510005,AMBUJACEM,
14060048,MAHAPEXLTD,
14060001,SUNDARMFIN,
12100018,RCF,
17020263,ANTGRAPHIC,
14030054,INDUSINDBK,
14030022,CORPBANK,
15110037,GMDCLTD,
10580006,RANEHOLDIN,
14590090,JAICORPLTD,
16690002,ENGINERSIN,
14030056,ICICIBANK,
15070005.01,ADROITINFO,
16580017,SCI,
12540116,FDC,
12090004,GUJALKALI,
13090029,SAREGAMA,
17020029,DENORA,
14030066,ORIENTBANK,
12100021,MADRASFERT,
12540377,INDSWFTLAB,
11320001,KCPSUGIND,
16610041,ADANIENT,
14060034,TCIFINANCE,
14060168,DCMFINSERV,
17010061,CONCOR,
10600004,INDNIPPON,
14030011,BANKINDIA,
16550035,INDRAMEDCO,
11510023,RAMCOCEM,
15120010,GAIL,
11270001,SKMEGGPROD,
14030010,BANKBARODA,
15040001,HINDALCO,
13640001,INDIANCARD,
13010003,HCL-INSYS,
14060030,SRTRANSFIN,
11510001,ACC,
16530026,SHREYANIND,
11530006,RAMCOIND,
12090015,KOTHARIPET,
14080001,HDFC,
17020321,RUCHINFRA,
17024183,SKIL,
14590039,GUJRAFFIA,
13510017,WALCHANNAG,
11080005,KCP,
10680013,MRF,
11140152,BINDALAGRO,
11530004,VISAKAIND,
10670029,MOTHERSUMI,
16010039,SOMATEX,
12140022,IOC,
11050089,HERITGFOOD,
12630002,GODFRYPHLP,
,SUNDRMBRAK,
16050030,SANGAMIND,
17023567,SUBCAPCITY,
16010032,ZENITHEXPO,
16050009,EASTSILK,
,INDHOTEL,
11040091,NORBTEAEXP,
12540094,BIOFILCHEM,
11540012,REGENCERAM,
17020346,SAMBHAAV,
16560052,KAMATHOTEL,
11080004,DHARSUGAR,
16050002,SILINV,
14060011,CHOLAFIN,
14080020,GICHSGFIN,
10580003,HINDCOMPOS,
11120039,MARICO,
15100015,CUBEXTUB,
12520009,PGHL,
14010010,KEYFINSERV,
17020322,ALPSINDUS,
13510024,EIMCOELECO,
12540303,PANACEABIO,
14070018,AUSOMENT,
11070071,JAYAGROGN,
16010040,ALOKTEXT,
16020108,MOHOTAIND,
14550001,CARBORUNIV,
10560001,BHARATGEAR,
12010001,IFBAGRO,
11040005,BBTC,
12040001,AEGISCHEM,
15130008,TATAPOWER,
14520017,NBVENTURES,
14010267,PREMIER,
16560053,HOTELRUGBY,
14010112,CORALFINAC,
11570030,GREENPLY,
16530078,TNPL,
13510038,SPMLINFRA,
10650011,REMSONSIND,
16030004,EUROTEXIND,
11510004,DALMIASUG,
13520017,SHANTIGEAR,
12130008,NOCIL,
12100010,SPIC,
13140010,INDLMETER,
16550001,APOLLOHOSP,
10670004,JAYBARMARU,
11510022,MANGLMCEM,
10520003,M&M,
12540133,KREBSBIO,
12540243,NATCOPHARM,
13520112,PETRONENGG,
14070015,SREINFRA,
14060005,KOTAKBANK,
16610027,KHAITANLTD,
11520014,KAKATCEM,
14590053,PREMIERPOL,
15580013,STINDIA,
13540006,SWARAJENG,
15060011,BIRLACABLE,
17020045,RIIL,
12150008,RELIANCE,
11540013,SOMANYCERA,
13610005,ELGIEQUIP,
14030055,HDFCBANK,
11060011,WIPRO,
12200013,NILKAMAL,
13580003,ESABINDIA,
17010021,ANDHRSUGAR,
13110003,DELTAMAGNT,
16060004,RAYMOND,
11550051,ARENTERP,
14590072,PEARLPOLY,
12120016,BHARATRAS,
12560001,TOKYOPLAST,
13520092,PRAJIND,
16510008,LIBERTSHOE,
14060009,RELCAPITAL,
13510012,TIL,
14040004,IDBI,
16070026,ZODIACLOTH,
17020078,ASHAPURMIN,
12140020,BPCL,
11060005,IVP,
10610009,UCALFUEL,
17010011,KESORAMIND,
13510008,KABRAEXTRU,
11080012,SAKHTISUG,
13040003,SIEMENS,
10620002,LUMAXIND,
14610013,APCOTEXIND,
,GSFC,
15100010,PRECWIRE,
17020005,DICIND,
11530003,INDIANHUME,
13630006,THERMAX,
17020016,OILCOUNTUB,
14590006,UFLEX,
12630003,ITC,
11090030,GMBREW,
16530018,STARPAPER,
13570009,METALFORGE,
16030028,GTNIND,
11570002,MANGTIMBER,
16040006,BSL,
12520012,TAINWALCHM,
16020087,ASHIMASYN,
Crude Oil,ONGC,
12200009,SUPREMEIND,
15070023,ZODJRDMKJ,
11070110,3PLAND,
17020306,BANARBEADS,
16560006,HOTELEELA,
16610040,NKIND,
12520002,HINDUNILVR,
14600021,BALMLAWRIE,
15510002,SAIL,
14010005,CRISIL,
16580018,SEAMECLTD,
13090024,BPL,
12130022,SOTL,
,CHAMBLFERT,
16090007,CLNINDIA,
10680001,APOLLOTYRE,
10620001,AUTOLITIND,
12100001,COROMANDEL,
12090003,DCW,
11580001,ASIANPAINT,
14590004,COSMOFILMS,
14060081,VLSFINANCE,
16090011,SUDARSCHEM,
15550006,UTTAMSTL,
14560002,GFLLIMITED,
10510001,ASHOKLEY,
12100005,GNFC,
12070002,BASF,
16030103,PATSPINLTD,
11080002,BAJAJHIND,
14080002,CANFINHOME,
12160002,CENTENKA,
13580005,HEG,
17010006,GRASIM,
15050009,UNIVCABLES,
15580010,SURYAROSNI,
16030005,GINNIFILA,
17010047,JAYNECOIND,
14590124,SANGHIIND,
12200050,VIKASWSP,
16600005,SPICEJET,
,SHREDIGCEM,
12100003,EIDPARRY,
13110027,PRAKASH,
14011160,WEIZMANIND,
13020010,MASTEK,
13580001,ADORWELD,
14010024,21STCENMGM,
16010003,BOMDYEING,
,SHREECEM,
14040003,IFCI,
11510003,BIRLACORPN,
10600002,PAEL,
12100011,ZUARIGLOB,
17010017,VOLTAS,
15140032,TATACOMM,
,FACT,
13540003,CUMMINSIND,
17010024,DCMSHRIRAM,
11070009,OSWALAGRO,
13640004,LAXMIMACH,
11080016,DHAMPURSUG,
15120001,ABAN,
11530002,HIL,
10700005,PHILIPCARB,
17020184,PIDILITIND,
11080010,RAJSREESUG,
11530001,EVERESTIND,
17010024,DCM,
13190872,GTL,
16530009,ORIENTPPR,
13520011,IFBIND,
12130001,INEOSSTYRO,
,RUBYMILLS,
10540002,BAJAJHLDNG,
16530014,SESHAPAPER,
11510009,HEIDELBERG,
13150001,CGPOWER,
10540004,ESCORTS,
13010011,ROLTA,
14030001,SBIN,
16580016,SHREYAS,
11040012,JAYSREETEA,
15060001,FINCABLES,
13600002,KSB,
16040021,RSWM,
12540068,LYKALABS,
10540012,MAHSCOOTER,
16030023,MARALOVER,
,MOTOGENFIN,
12070021,AARTIIND,
13130003,ABB,
16530010,AMJLAND,
16070063,ARVIND,
12540035,PEL,
16010007,PENINLAND,
,FEDERALBNK,
12190003,FINPIPE,
10610003,FMGOETZE,
15130009,GIPCL,
14060007,GLFL,
12630001,GOLDENTOBC,
11040011,HARRMALAYA,
16050003,HIMATSEIDE,
16040013,HINDSYNTEX,
13020007,INFY,
12540124,IPCALAB,
11080026,BALRAMCHIN,
16020002,BLUEBLENDS,
15060007,VINDHYATEL,
15130003,RELINFRA,
12540191,SUNPHARMA,
12090006,KANORICHEM,
11110004,WATERBASE,
13520026,WILLAMAGOR,
16560002,EIHOTEL,
17020037,NAVNETEDUL,
15130004,CESC,
12540010,CIPLA,
10510002,FORCEMOT,
13620012,KENNAMET,
